이름,날짜,종가
S&P 500,2021-08-30,4528.79
S&P 500,2021-08-31,4522.68
S&P 500,2021-09-01,4524.09
S&P 500,2021-09-02,4536.95
S&P 500,2021-09-03,4535.43
S&P 500,2021-09-07,4520.03
S&P 500,2021-09-08,4514.07
S&P 500,2021-09-09,4493.28
S&P 500,2021-09-10,4458.58
S&P 500,2021-09-13,4468.73
S&P 500,2021-09-14,4443.05
S&P 500,2021-09-15,4480.7
S&P 500,2021-09-16,4473.75
S&P 500,2021-09-17,4432.99
S&P 500,2021-09-20,4357.73
S&P 500,2021-09-21,4354.19
S&P 500,2021-09-22,4395.64
S&P 500,2021-09-23,4448.98
S&P 500,2021-09-24,4455.48
S&P 500,2021-09-27,4443.11
S&P 500,2021-09-28,4352.63
S&P 500,2021-09-29,4359.46
S&P 500,2021-09-30,4307.54
S&P 500,2021-10-01,4357.04
S&P 500,2021-10-04,4300.46
S&P 500,2021-10-05,4345.72
S&P 500,2021-10-06,4363.55
S&P 500,2021-10-07,4399.76
S&P 500,2021-10-08,4391.34
S&P 500,2021-10-11,4361.19
S&P 500,2021-10-12,4350.65
S&P 500,2021-10-13,4363.8
S&P 500,2021-10-14,4438.26
S&P 500,2021-10-15,4471.37
S&P 500,2021-10-18,4486.46
S&P 500,2021-10-19,4519.63
S&P 500,2021-10-20,4536.19
S&P 500,2021-10-21,4549.78
S&P 500,2021-10-22,4544.9
S&P 500,2021-10-25,4566.48
S&P 500,2021-10-26,4574.79
S&P 500,2021-10-27,4551.68
S&P 500,2021-10-28,4596.42
S&P 500,2021-10-29,4605.38
S&P 500,2021-11-01,4613.67
S&P 500,2021-11-02,4630.65
S&P 500,2021-11-03,4660.57
S&P 500,2021-11-04,4680.06
S&P 500,2021-11-05,4697.53
S&P 500,2021-11-08,4701.7
S&P 500,2021-11-09,4685.25
S&P 500,2021-11-10,4646.71
S&P 500,2021-11-11,4649.27
S&P 500,2021-11-12,4682.85
S&P 500,2021-11-15,4682.8
S&P 500,2021-11-16,4700.9
S&P 500,2021-11-17,4688.67
S&P 500,2021-11-18,4704.54
S&P 500,2021-11-19,4697.96
S&P 500,2021-11-22,4682.94
S&P 500,2021-11-23,4690.7
S&P 500,2021-11-24,4701.46
S&P 500,2021-11-26,4594.62
S&P 500,2021-11-29,4655.27
S&P 500,2021-11-30,4567.0
S&P 500,2021-12-01,4513.04
S&P 500,2021-12-02,4577.1
S&P 500,2021-12-03,4538.43
S&P 500,2021-12-06,4591.67
S&P 500,2021-12-07,4686.75
S&P 500,2021-12-08,4701.21
S&P 500,2021-12-09,4667.45
S&P 500,2021-12-10,4712.02
S&P 500,2021-12-13,4668.97
S&P 500,2021-12-14,4634.09
S&P 500,2021-12-15,4709.85
S&P 500,2021-12-16,4668.67
S&P 500,2021-12-17,4620.64
S&P 500,2021-12-20,4568.02
S&P 500,2021-12-21,4649.23
S&P 500,2021-12-22,4696.56
S&P 500,2021-12-23,4725.79
S&P 500,2021-12-27,4791.19
S&P 500,2021-12-28,4786.35
S&P 500,2021-12-29,4793.06
S&P 500,2021-12-30,4778.73
S&P 500,2021-12-31,4766.18
S&P 500,2022-01-03,4796.56
S&P 500,2022-01-04,4793.54
S&P 500,2022-01-05,4700.58
S&P 500,2022-01-06,4696.05
S&P 500,2022-01-07,4677.03
S&P 500,2022-01-10,4670.29
S&P 500,2022-01-11,4713.07
S&P 500,2022-01-12,4726.35
S&P 500,2022-01-13,4659.03
S&P 500,2022-01-14,4662.85
S&P 500,2022-01-18,4577.11
S&P 500,2022-01-19,4532.76
S&P 500,2022-01-20,4482.73
S&P 500,2022-01-21,4397.94
S&P 500,2022-01-24,4410.13
S&P 500,2022-01-25,4356.45
S&P 500,2022-01-26,4349.93
S&P 500,2022-01-27,4326.51
S&P 500,2022-01-28,4431.85
S&P 500,2022-01-31,4515.55
S&P 500,2022-02-01,4546.54
S&P 500,2022-02-02,4589.38
S&P 500,2022-02-03,4477.44
S&P 500,2022-02-04,4500.53
S&P 500,2022-02-07,4483.87
S&P 500,2022-02-08,4521.54
S&P 500,2022-02-09,4587.18
S&P 500,2022-02-10,4504.08
S&P 500,2022-02-11,4418.64
S&P 500,2022-02-14,4401.67
S&P 500,2022-02-15,4471.07
S&P 500,2022-02-16,4475.01
S&P 500,2022-02-17,4380.26
S&P 500,2022-02-18,4348.87
S&P 500,2022-02-22,4304.76
S&P 500,2022-02-23,4225.5
S&P 500,2022-02-24,4288.7
S&P 500,2022-02-25,4384.65
S&P 500,2022-02-28,4373.94
S&P 500,2022-03-01,4306.26
S&P 500,2022-03-02,4386.54
S&P 500,2022-03-03,4363.49
S&P 500,2022-03-04,4328.87
S&P 500,2022-03-07,4201.09
S&P 500,2022-03-08,4170.7
S&P 500,2022-03-09,4277.88
S&P 500,2022-03-10,4259.52
S&P 500,2022-03-11,4204.31
S&P 500,2022-03-14,4173.11
S&P 500,2022-03-15,4262.45
S&P 500,2022-03-16,4357.86
S&P 500,2022-03-17,4411.67
S&P 500,2022-03-18,4463.12
S&P 500,2022-03-21,4461.18
S&P 500,2022-03-22,4511.61
S&P 500,2022-03-23,4456.24
S&P 500,2022-03-24,4520.16
S&P 500,2022-03-25,4543.06
S&P 500,2022-03-28,4575.52
S&P 500,2022-03-29,4631.6
S&P 500,2022-03-30,4602.45
S&P 500,2022-03-31,4530.41
S&P 500,2022-04-01,4545.86
S&P 500,2022-04-04,4582.64
S&P 500,2022-04-05,4525.12
S&P 500,2022-04-06,4481.15
S&P 500,2022-04-07,4500.21
S&P 500,2022-04-08,4488.28
S&P 500,2022-04-11,4412.53
S&P 500,2022-04-12,4397.45
S&P 500,2022-04-13,4446.59
S&P 500,2022-04-14,4392.59
S&P 500,2022-04-18,4391.69
S&P 500,2022-04-19,4462.21
S&P 500,2022-04-20,4459.45
S&P 500,2022-04-21,4393.66
S&P 500,2022-04-22,4271.78
S&P 500,2022-04-25,4296.12
S&P 500,2022-04-26,4175.2
S&P 500,2022-04-27,4183.96
S&P 500,2022-04-28,4287.5
S&P 500,2022-04-29,4131.93
S&P 500,2022-05-02,4155.38
S&P 500,2022-05-03,4175.48
S&P 500,2022-05-04,4300.17
S&P 500,2022-05-05,4146.87
S&P 500,2022-05-06,4123.34
S&P 500,2022-05-09,3991.24
S&P 500,2022-05-10,4001.05
S&P 500,2022-05-11,3935.18
S&P 500,2022-05-12,3930.08
S&P 500,2022-05-13,4023.89
S&P 500,2022-05-16,4008.01
S&P 500,2022-05-17,4088.85
S&P 500,2022-05-18,3923.68
S&P 500,2022-05-19,3900.79
S&P 500,2022-05-20,3901.36
S&P 500,2022-05-23,3973.75
S&P 500,2022-05-24,3941.48
S&P 500,2022-05-25,3978.73
S&P 500,2022-05-26,4057.84
S&P 500,2022-05-27,4158.24
S&P 500,2022-05-31,4132.15
S&P 500,2022-06-01,4101.23
S&P 500,2022-06-02,4176.82
S&P 500,2022-06-03,4108.54
S&P 500,2022-06-06,4121.43
S&P 500,2022-06-07,4160.68
S&P 500,2022-06-08,4115.77
S&P 500,2022-06-09,4017.82
S&P 500,2022-06-10,3900.86
S&P 500,2022-06-13,3749.63
S&P 500,2022-06-14,3735.48
S&P 500,2022-06-15,3789.99
S&P 500,2022-06-16,3666.77
S&P 500,2022-06-17,3674.84
S&P 500,2022-06-21,3764.79
S&P 500,2022-06-22,3759.89
S&P 500,2022-06-23,3795.73
S&P 500,2022-06-24,3911.74
S&P 500,2022-06-27,3900.11
S&P 500,2022-06-28,3821.55
S&P 500,2022-06-29,3818.83
S&P 500,2022-06-30,3785.38
S&P 500,2022-07-01,3825.33
S&P 500,2022-07-05,3831.39
S&P 500,2022-07-06,3845.08
S&P 500,2022-07-07,3902.62
S&P 500,2022-07-08,3899.38
S&P 500,2022-07-11,3854.43
S&P 500,2022-07-12,3818.8
S&P 500,2022-07-13,3801.78
S&P 500,2022-07-14,3790.38
S&P 500,2022-07-15,3863.16
S&P 500,2022-07-18,3830.85
S&P 500,2022-07-19,3936.69
S&P 500,2022-07-20,3959.9
S&P 500,2022-07-21,3998.95
S&P 500,2022-07-22,3961.63
S&P 500,2022-07-25,3966.84
S&P 500,2022-07-26,3921.05
S&P 500,2022-07-27,4023.61
S&P 500,2022-07-28,4072.43
S&P 500,2022-07-29,4130.29
S&P 500,2022-08-01,4118.63
S&P 500,2022-08-02,4091.19
S&P 500,2022-08-03,4155.17
S&P 500,2022-08-04,4151.94
S&P 500,2022-08-05,4145.19
S&P 500,2022-08-08,4140.06
S&P 500,2022-08-09,4122.47
S&P 500,2022-08-10,4210.24
S&P 500,2022-08-11,4207.27
S&P 500,2022-08-12,4280.15
S&P 500,2022-08-15,4297.14
S&P 500,2022-08-16,4305.2
S&P 500,2022-08-17,4274.04
S&P 500,2022-08-18,4283.74
S&P 500,2022-08-19,4228.48
S&P 500,2022-08-22,4137.99
S&P 500,2022-08-23,4128.73
S&P 500,2022-08-24,4140.77
S&P 500,2022-08-25,4199.12
S&P 500,2022-08-26,4057.66
S&P 500,2022-08-29,4030.61
S&P 500,2022-08-30,3986.16
S&P 500,2022-08-31,3955.0
S&P 500,2022-09-01,3966.85
S&P 500,2022-09-02,3924.26
S&P 500,2022-09-06,3908.19
S&P 500,2022-09-07,3979.87
S&P 500,2022-09-08,4006.18
S&P 500,2022-09-09,4067.36
S&P 500,2022-09-12,4110.41
S&P 500,2022-09-13,3932.69
S&P 500,2022-09-14,3946.01
S&P 500,2022-09-15,3901.35
S&P 500,2022-09-16,3873.33
S&P 500,2022-09-19,3899.89
S&P 500,2022-09-20,3855.93
S&P 500,2022-09-21,3789.93
S&P 500,2022-09-22,3757.99
S&P 500,2022-09-23,3693.23
S&P 500,2022-09-26,3655.04
S&P 500,2022-09-27,3647.29
S&P 500,2022-09-28,3719.04
S&P 500,2022-09-29,3640.47
S&P 500,2022-09-30,3585.62
S&P 500,2022-10-03,3678.43
S&P 500,2022-10-04,3790.93
S&P 500,2022-10-05,3783.28
S&P 500,2022-10-06,3744.52
S&P 500,2022-10-07,3639.66
S&P 500,2022-10-10,3612.39
S&P 500,2022-10-11,3588.84
S&P 500,2022-10-12,3577.03
S&P 500,2022-10-13,3669.91
S&P 500,2022-10-14,3583.07
S&P 500,2022-10-17,3677.95
S&P 500,2022-10-18,3719.98
S&P 500,2022-10-19,3695.16
S&P 500,2022-10-20,3665.78
S&P 500,2022-10-21,3752.75
S&P 500,2022-10-24,3797.34
S&P 500,2022-10-25,3859.11
S&P 500,2022-10-26,3830.6
S&P 500,2022-10-27,3807.3
S&P 500,2022-10-28,3901.06
S&P 500,2022-10-31,3871.98
S&P 500,2022-11-01,3856.1
S&P 500,2022-11-02,3759.69
S&P 500,2022-11-03,3719.89
S&P 500,2022-11-04,3770.55
S&P 500,2022-11-07,3806.8
S&P 500,2022-11-08,3828.11
S&P 500,2022-11-09,3748.57
S&P 500,2022-11-10,3956.37
S&P 500,2022-11-11,3992.93
S&P 500,2022-11-14,3957.25
S&P 500,2022-11-15,3991.73
S&P 500,2022-11-16,3958.79
S&P 500,2022-11-17,3946.56
S&P 500,2022-11-18,3965.34
S&P 500,2022-11-21,3949.94
S&P 500,2022-11-22,4003.58
S&P 500,2022-11-23,4027.26
S&P 500,2022-11-25,4026.12
S&P 500,2022-11-28,3963.94
S&P 500,2022-11-29,3957.63
S&P 500,2022-11-30,4080.11
S&P 500,2022-12-01,4076.57
S&P 500,2022-12-02,4071.7
S&P 500,2022-12-05,3998.84
S&P 500,2022-12-06,3941.26
S&P 500,2022-12-07,3933.92
S&P 500,2022-12-08,3963.51
S&P 500,2022-12-09,3934.38
S&P 500,2022-12-12,3990.56
S&P 500,2022-12-13,4019.65
S&P 500,2022-12-14,3995.32
S&P 500,2022-12-15,3895.75
S&P 500,2022-12-16,3852.36
S&P 500,2022-12-19,3817.66
S&P 500,2022-12-20,3821.62
S&P 500,2022-12-21,3878.44
S&P 500,2022-12-22,3822.39
S&P 500,2022-12-23,3844.82
S&P 500,2022-12-27,3829.25
S&P 500,2022-12-28,3783.22
S&P 500,2022-12-29,3849.28
S&P 500,2022-12-30,3839.5
S&P 500,2023-01-03,3824.14
S&P 500,2023-01-04,3852.97
S&P 500,2023-01-05,3808.1
S&P 500,2023-01-06,3895.08
S&P 500,2023-01-09,3892.09
S&P 500,2023-01-10,3919.25
S&P 500,2023-01-11,3969.61
S&P 500,2023-01-12,3983.17
S&P 500,2023-01-13,3999.09
S&P 500,2023-01-17,3990.97
S&P 500,2023-01-18,3928.86
S&P 500,2023-01-19,3898.85
S&P 500,2023-01-20,3972.61
S&P 500,2023-01-23,4019.81
S&P 500,2023-01-24,4016.95
S&P 500,2023-01-25,4016.22
S&P 500,2023-01-26,4060.43
S&P 500,2023-01-27,4070.56
S&P 500,2023-01-30,4017.77
S&P 500,2023-01-31,4076.6
S&P 500,2023-02-01,4119.21
S&P 500,2023-02-02,4179.76
S&P 500,2023-02-03,4136.48
S&P 500,2023-02-06,4111.08
S&P 500,2023-02-07,4164.0
S&P 500,2023-02-08,4117.86
S&P 500,2023-02-09,4081.5
S&P 500,2023-02-10,4090.46
S&P 500,2023-02-13,4137.29
S&P 500,2023-02-14,4136.13
S&P 500,2023-02-15,4147.6
S&P 500,2023-02-16,4090.41
S&P 500,2023-02-17,4079.09
S&P 500,2023-02-21,3997.34
S&P 500,2023-02-22,3991.05
S&P 500,2023-02-23,4012.32
S&P 500,2023-02-24,3970.04
S&P 500,2023-02-27,3982.24
S&P 500,2023-02-28,3970.15
S&P 500,2023-03-01,3951.39
S&P 500,2023-03-02,3981.35
S&P 500,2023-03-03,4045.64
S&P 500,2023-03-06,4048.42
S&P 500,2023-03-07,3986.37
S&P 500,2023-03-08,3992.01
S&P 500,2023-03-09,3918.32
S&P 500,2023-03-10,3861.59
S&P 500,2023-03-13,3855.76
S&P 500,2023-03-14,3919.29
S&P 500,2023-03-15,3891.93
S&P 500,2023-03-16,3960.28
S&P 500,2023-03-17,3916.64
S&P 500,2023-03-20,3951.57
S&P 500,2023-03-21,4002.87
S&P 500,2023-03-22,3936.97
S&P 500,2023-03-23,3948.72
S&P 500,2023-03-24,3970.99
S&P 500,2023-03-27,3977.53
S&P 500,2023-03-28,3971.27
S&P 500,2023-03-29,4027.81
S&P 500,2023-03-30,4050.83
S&P 500,2023-03-31,4109.31
S&P 500,2023-04-03,4124.51
S&P 500,2023-04-04,4100.6
S&P 500,2023-04-05,4090.38
S&P 500,2023-04-06,4105.02
S&P 500,2023-04-10,4109.11
S&P 500,2023-04-11,4108.94
S&P 500,2023-04-12,4091.95
S&P 500,2023-04-13,4146.22
S&P 500,2023-04-14,4137.64
S&P 500,2023-04-17,4151.32
S&P 500,2023-04-18,4154.87
S&P 500,2023-04-19,4154.52
S&P 500,2023-04-20,4129.79
S&P 500,2023-04-21,4133.52
S&P 500,2023-04-24,4137.04
S&P 500,2023-04-25,4071.63
S&P 500,2023-04-26,4055.99
S&P 500,2023-04-27,4135.35
S&P 500,2023-04-28,4169.48
S&P 500,2023-05-01,4167.87
S&P 500,2023-05-02,4119.58
S&P 500,2023-05-03,4090.75
S&P 500,2023-05-04,4061.22
S&P 500,2023-05-05,4136.25
S&P 500,2023-05-08,4138.12
S&P 500,2023-05-09,4119.17
S&P 500,2023-05-10,4137.64
S&P 500,2023-05-11,4130.62
S&P 500,2023-05-12,4124.08
S&P 500,2023-05-15,4136.28
S&P 500,2023-05-16,4109.9
S&P 500,2023-05-17,4158.77
S&P 500,2023-05-18,4198.05
S&P 500,2023-05-19,4191.98
S&P 500,2023-05-22,4192.63
S&P 500,2023-05-23,4145.58
S&P 500,2023-05-24,4115.24
S&P 500,2023-05-25,4151.28
S&P 500,2023-05-26,4205.45
S&P 500,2023-05-30,4205.52
S&P 500,2023-05-31,4179.83
S&P 500,2023-06-01,4221.02
S&P 500,2023-06-02,4282.37
S&P 500,2023-06-05,4273.79
S&P 500,2023-06-06,4283.85
S&P 500,2023-06-07,4267.52
S&P 500,2023-06-08,4293.93
S&P 500,2023-06-09,4298.86
S&P 500,2023-06-12,4338.93
S&P 500,2023-06-13,4369.01
S&P 500,2023-06-14,4372.59
S&P 500,2023-06-15,4425.84
S&P 500,2023-06-16,4409.59
S&P 500,2023-06-20,4388.71
S&P 500,2023-06-21,4365.69
S&P 500,2023-06-22,4381.89
S&P 500,2023-06-23,4348.33
S&P 500,2023-06-26,4328.82
S&P 500,2023-06-27,4378.41
S&P 500,2023-06-28,4376.86
S&P 500,2023-06-29,4396.44
S&P 500,2023-06-30,4450.38
S&P 500,2023-07-03,4455.59
S&P 500,2023-07-05,4446.82
S&P 500,2023-07-06,4411.59
S&P 500,2023-07-07,4398.95
S&P 500,2023-07-10,4409.53
S&P 500,2023-07-11,4439.26
S&P 500,2023-07-12,4472.16
S&P 500,2023-07-13,4510.04
S&P 500,2023-07-14,4505.42
S&P 500,2023-07-17,4522.79
S&P 500,2023-07-18,4554.98
S&P 500,2023-07-19,4565.72
S&P 500,2023-07-20,4534.87
S&P 500,2023-07-21,4536.34
S&P 500,2023-07-24,4554.64
S&P 500,2023-07-25,4567.46
S&P 500,2023-07-26,4566.75
S&P 500,2023-07-27,4537.41
S&P 500,2023-07-28,4582.23
S&P 500,2023-07-31,4588.96
S&P 500,2023-08-01,4576.73
S&P 500,2023-08-02,4513.39
S&P 500,2023-08-03,4501.89
S&P 500,2023-08-04,4478.03
S&P 500,2023-08-07,4518.44
S&P 500,2023-08-08,4499.38
S&P 500,2023-08-09,4467.71
S&P 500,2023-08-10,4468.83
S&P 500,2023-08-11,4464.05
S&P 500,2023-08-14,4489.72
S&P 500,2023-08-15,4437.86
S&P 500,2023-08-16,4404.33
S&P 500,2023-08-17,4370.36
S&P 500,2023-08-18,4369.71
S&P 500,2023-08-21,4399.77
S&P 500,2023-08-22,4387.55
S&P 500,2023-08-23,4436.01
S&P 500,2023-08-24,4376.31
S&P 500,2023-08-25,4405.71
S&P 500,2023-08-28,4433.31
S&P 500,2023-08-29,4497.63
S&P 500,2023-08-30,4514.87
S&P 500,2023-08-31,4507.66
S&P 500,2023-09-01,4515.77
S&P 500,2023-09-05,4496.83
S&P 500,2023-09-06,4465.48
S&P 500,2023-09-07,4451.14
S&P 500,2023-09-08,4457.49
S&P 500,2023-09-11,4487.46
S&P 500,2023-09-12,4461.9
S&P 500,2023-09-13,4467.44
S&P 500,2023-09-14,4505.1
S&P 500,2023-09-15,4450.32
S&P 500,2023-09-18,4453.53
S&P 500,2023-09-19,4443.95
S&P 500,2023-09-20,4402.2
S&P 500,2023-09-21,4330.0
S&P 500,2023-09-22,4320.06
S&P 500,2023-09-25,4337.44
S&P 500,2023-09-26,4273.53
S&P 500,2023-09-27,4274.51
S&P 500,2023-09-28,4299.7
S&P 500,2023-09-29,4288.05
S&P 500,2023-10-02,4288.39
S&P 500,2023-10-03,4229.45
S&P 500,2023-10-04,4263.75
S&P 500,2023-10-05,4258.19
S&P 500,2023-10-06,4308.5
S&P 500,2023-10-09,4335.66
S&P 500,2023-10-10,4358.24
S&P 500,2023-10-11,4376.95
S&P 500,2023-10-12,4349.61
S&P 500,2023-10-13,4327.78
S&P 500,2023-10-16,4373.63
S&P 500,2023-10-17,4373.2
S&P 500,2023-10-18,4314.6
S&P 500,2023-10-19,4278.0
S&P 500,2023-10-20,4224.16
S&P 500,2023-10-23,4217.04
S&P 500,2023-10-24,4247.68
S&P 500,2023-10-25,4186.77
S&P 500,2023-10-26,4137.23
S&P 500,2023-10-27,4117.37
S&P 500,2023-10-30,4166.82
S&P 500,2023-10-31,4193.8
S&P 500,2023-11-01,4237.86
S&P 500,2023-11-02,4317.78
S&P 500,2023-11-03,4358.34
S&P 500,2023-11-06,4365.98
S&P 500,2023-11-07,4378.38
S&P 500,2023-11-08,4382.78
S&P 500,2023-11-09,4347.35
S&P 500,2023-11-10,4415.24
S&P 500,2023-11-13,4411.55
S&P 500,2023-11-14,4495.7
S&P 500,2023-11-15,4502.88
S&P 500,2023-11-16,4508.24
S&P 500,2023-11-17,4514.02
S&P 500,2023-11-20,4547.38
S&P 500,2023-11-21,4538.19
S&P 500,2023-11-22,4556.62
S&P 500,2023-11-24,4559.34
S&P 500,2023-11-27,4550.43
S&P 500,2023-11-28,4554.89
S&P 500,2023-11-29,4550.58
S&P 500,2023-11-30,4567.8
S&P 500,2023-12-01,4594.63
S&P 500,2023-12-04,4569.78
S&P 500,2023-12-05,4567.18
S&P 500,2023-12-06,4549.34
S&P 500,2023-12-07,4585.59
S&P 500,2023-12-08,4604.37
S&P 500,2023-12-11,4622.44
S&P 500,2023-12-12,4643.7
S&P 500,2023-12-13,4707.09
S&P 500,2023-12-14,4719.55
S&P 500,2023-12-15,4719.19
S&P 500,2023-12-18,4740.56
S&P 500,2023-12-19,4768.37
S&P 500,2023-12-20,4698.35
S&P 500,2023-12-21,4746.75
S&P 500,2023-12-22,4754.63
S&P 500,2023-12-26,4774.75
S&P 500,2023-12-27,4781.58
S&P 500,2023-12-28,4783.35
S&P 500,2023-12-29,4769.83
S&P 500,2024-01-02,4742.83
S&P 500,2024-01-03,4704.81
S&P 500,2024-01-04,4688.68
S&P 500,2024-01-05,4697.24
S&P 500,2024-01-08,4763.54
S&P 500,2024-01-09,4756.5
S&P 500,2024-01-10,4783.45
S&P 500,2024-01-11,4780.24
S&P 500,2024-01-12,4783.83
S&P 500,2024-01-16,4765.98
S&P 500,2024-01-17,4739.21
S&P 500,2024-01-18,4780.94
S&P 500,2024-01-19,4839.81
S&P 500,2024-01-22,4850.43
S&P 500,2024-01-23,4864.6
S&P 500,2024-01-24,4868.55
S&P 500,2024-01-25,4894.16
S&P 500,2024-01-26,4890.97
S&P 500,2024-01-29,4927.93
S&P 500,2024-01-30,4924.97
S&P 500,2024-01-31,4845.65
S&P 500,2024-02-01,4906.19
S&P 500,2024-02-02,4958.61
S&P 500,2024-02-05,4942.81
S&P 500,2024-02-06,4954.23
S&P 500,2024-02-07,4995.06
S&P 500,2024-02-08,4997.91
S&P 500,2024-02-09,5026.61
S&P 500,2024-02-12,5021.84
S&P 500,2024-02-13,4953.17
S&P 500,2024-02-14,5000.62
S&P 500,2024-02-15,5029.73
S&P 500,2024-02-16,5005.57
S&P 500,2024-02-20,4975.51
S&P 500,2024-02-21,4981.8
S&P 500,2024-02-22,5087.03
S&P 500,2024-02-23,5088.8
S&P 500,2024-02-26,5069.53
S&P 500,2024-02-27,5078.18
S&P 500,2024-02-28,5069.76
S&P 500,2024-02-29,5096.27
S&P 500,2024-03-01,5137.08
S&P 500,2024-03-04,5130.95
S&P 500,2024-03-05,5078.65
S&P 500,2024-03-06,5104.76
S&P 500,2024-03-07,5157.36
S&P 500,2024-03-08,5123.69
S&P 500,2024-03-11,5117.94
S&P 500,2024-03-12,5175.27
S&P 500,2024-03-13,5165.31
S&P 500,2024-03-14,5150.48
S&P 500,2024-03-15,5117.09
S&P 500,2024-03-18,5149.42
S&P 500,2024-03-19,5178.51
S&P 500,2024-03-20,5224.62
S&P 500,2024-03-21,5241.53
S&P 500,2024-03-22,5234.18
S&P 500,2024-03-25,5218.19
S&P 500,2024-03-26,5203.58
S&P 500,2024-03-27,5248.49
S&P 500,2024-03-28,5254.35
S&P 500,2024-04-01,5243.77
S&P 500,2024-04-02,5205.81
S&P 500,2024-04-03,5211.49
S&P 500,2024-04-04,5147.21
S&P 500,2024-04-05,5204.34
S&P 500,2024-04-08,5202.39
S&P 500,2024-04-09,5209.91
S&P 500,2024-04-10,5160.64
S&P 500,2024-04-11,5199.06
S&P 500,2024-04-12,5123.41
S&P 500,2024-04-15,5061.82
S&P 500,2024-04-16,5051.41
S&P 500,2024-04-17,5022.21
S&P 500,2024-04-18,5011.12
S&P 500,2024-04-19,4967.23
S&P 500,2024-04-22,5010.6
S&P 500,2024-04-23,5070.55
S&P 500,2024-04-24,5071.63
S&P 500,2024-04-25,5048.42
S&P 500,2024-04-26,5099.96
S&P 500,2024-04-29,5116.17
S&P 500,2024-04-30,5035.69
S&P 500,2024-05-01,5018.39
S&P 500,2024-05-02,5064.2
S&P 500,2024-05-03,5127.79
S&P 500,2024-05-06,5180.74
S&P 500,2024-05-07,5187.7
S&P 500,2024-05-08,5187.67
S&P 500,2024-05-09,5214.08
S&P 500,2024-05-10,5222.68
S&P 500,2024-05-13,5221.42
S&P 500,2024-05-14,5246.68
S&P 500,2024-05-15,5308.15
S&P 500,2024-05-16,5297.1
S&P 500,2024-05-17,5303.27
S&P 500,2024-05-20,5308.13
S&P 500,2024-05-21,5321.41
S&P 500,2024-05-22,5307.01
S&P 500,2024-05-23,5267.84
S&P 500,2024-05-24,5304.72
S&P 500,2024-05-28,5306.04
S&P 500,2024-05-29,5266.95
S&P 500,2024-05-30,5235.48
S&P 500,2024-05-31,5277.51
S&P 500,2024-06-03,5283.4
S&P 500,2024-06-04,5291.34
S&P 500,2024-06-05,5354.03
S&P 500,2024-06-06,5352.96
S&P 500,2024-06-07,5346.99
S&P 500,2024-06-10,5360.79
S&P 500,2024-06-11,5375.32
S&P 500,2024-06-12,5421.03
S&P 500,2024-06-13,5433.74
S&P 500,2024-06-14,5431.6
S&P 500,2024-06-17,5473.23
S&P 500,2024-06-18,5487.03
S&P 500,2024-06-20,5473.17
S&P 500,2024-06-21,5464.62
S&P 500,2024-06-24,5447.87
S&P 500,2024-06-25,5469.3
S&P 500,2024-06-26,5477.9
S&P 500,2024-06-27,5482.87
S&P 500,2024-06-28,5460.48
S&P 500,2024-07-01,5475.09
S&P 500,2024-07-02,5509.01
S&P 500,2024-07-03,5537.02
S&P 500,2024-07-05,5567.19
S&P 500,2024-07-08,5572.85
S&P 500,2024-07-09,5576.98
S&P 500,2024-07-10,5633.91
S&P 500,2024-07-11,5584.54
S&P 500,2024-07-12,5615.35
S&P 500,2024-07-15,5631.22
S&P 500,2024-07-16,5667.2
S&P 500,2024-07-17,5588.27
S&P 500,2024-07-18,5544.59
S&P 500,2024-07-19,5505.0
S&P 500,2024-07-22,5564.41
S&P 500,2024-07-23,5555.74
S&P 500,2024-07-24,5427.13
S&P 500,2024-07-25,5399.22
S&P 500,2024-07-26,5459.1
S&P 500,2024-07-29,5463.54
S&P 500,2024-07-30,5436.44
S&P 500,2024-07-31,5522.3
S&P 500,2024-08-01,5446.68
S&P 500,2024-08-02,5346.56
S&P 500,2024-08-05,5186.33
S&P 500,2024-08-06,5240.03
S&P 500,2024-08-07,5199.5
S&P 500,2024-08-08,5319.31
S&P 500,2024-08-09,5344.16
S&P 500,2024-08-12,5344.39
S&P 500,2024-08-13,5434.43
S&P 500,2024-08-14,5455.21
S&P 500,2024-08-15,5543.22
S&P 500,2024-08-16,5554.25
S&P 500,2024-08-19,5608.25
S&P 500,2024-08-20,5597.12
S&P 500,2024-08-21,5620.85
S&P 500,2024-08-22,5570.64
S&P 500,2024-08-23,5634.61
S&P 500,2024-08-26,5616.84
S&P 500,2024-08-27,5625.8
S&P 500,2024-08-28,5592.18
S&P 500,2024-08-29,5591.96
S&P 500,2024-08-30,5648.4
S&P 500,2024-09-03,5528.93
S&P 500,2024-09-04,5520.07
S&P 500,2024-09-05,5503.41
S&P 500,2024-09-06,5408.42
S&P 500,2024-09-09,5471.05
S&P 500,2024-09-10,5495.52
S&P 500,2024-09-11,5554.13
S&P 500,2024-09-12,5595.76
S&P 500,2024-09-13,5626.02
S&P 500,2024-09-16,5633.09
S&P 500,2024-09-17,5634.58
S&P 500,2024-09-18,5618.26
S&P 500,2024-09-19,5713.64
S&P 500,2024-09-20,5702.55
S&P 500,2024-09-23,5718.57
S&P 500,2024-09-24,5732.93
S&P 500,2024-09-25,5722.26
S&P 500,2024-09-26,5745.37
S&P 500,2024-09-27,5738.17
S&P 500,2024-09-30,5762.48
S&P 500,2024-10-01,5708.75
